Net Income (in millions),Close NASDQ,SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",medical cpi,US CPI,US GDP,DPI US,industrial production,Inflation Rate,PCE US,PPI US,Unemployment,Commercial and Industral loans,Government investment,roa,roi,roe,R&D expenses,EPS
0.004499882,0.303663979,0.5,0.667952604,0.129809725,0.353887399,0.472009154,0.256713842,0.631947832,0.235118003,0.522153279,0.244444444,0.452952081,0.509778449,0.00837498,0.183586338,0.330061601,0.282619681,0.281229907,0.292976095,0.414326961,0.199427193
0.004499882,0.300399111,0.505222841,0.676219344,0.12832981,0.351206434,0.47236235,0.256511746,0.630753313,0.234542041,0.522395559,0.244444444,0.453580282,0.51050654,0.008656811,0.184535104,0.331329643,0.271826387,0.270152506,0.281374065,0.416600292,0.188347905
0.004499882,0.299867478,0.513231198,0.682006062,0.131289641,0.356568365,0.472715547,0.256309651,0.629558793,0.233966079,0.522637836,0.244444444,0.45420848,0.511234631,0.008938642,0.185483871,0.332597684,0.261033093,0.259075105,0.269772036,0.418873623,0.177268616
0.004499882,0.303430597,0.513927577,0.681454946,0.130021142,0.340482574,0.473068745,0.256107555,0.628364274,0.233390117,0.522880115,0.244444444,0.454836681,0.511962722,0.009220473,0.186432638,0.333865725,0.250239799,0.247997704,0.258170006,0.421146953,0.166189328
0.004499882,0.309383586,0.521935933,0.669605952,0.14038055,0.36997319,0.473421941,0.255905461,0.627169758,0.232814154,0.523122392,0.244444444,0.45546488,0.512690812,0.009502304,0.187381404,0.335133766,0.239446505,0.236920303,0.246567976,0.423420284,0.155110039
0.004499882,0.311035729,0.526462396,0.729126481,0.142917548,0.348525469,0.473775138,0.255703365,0.625975239,0.232238192,0.523364672,0.244444444,0.45609308,0.513418903,0.009784135,0.188330171,0.336401807,0.228653211,0.225842902,0.234965946,0.425693615,0.14403075
0.004499882,0.318501658,0.530292479,0.723890879,0.150528541,0.367292225,0.474128334,0.255703365,0.624780719,0.232238192,0.523364672,0.244444444,0.45609308,0.513418903,0.010065966,0.189278937,0.337669849,0.217859917,0.214765501,0.223363916,0.427966945,0.132951462
0.004499882,0.319360669,0.533426184,0.664921466,0.147991543,0.367292225,0.474834728,0.25656443,0.6235862,0.233384889,0.523354002,0.244444444,0.456423009,0.518438897,0.010347798,0.190227704,0.33893789,0.207066623,0.2036881,0.211761886,0.430240276,0.121872174
0.004499882,0.319772763,0.521239554,0.654450262,0.149260042,0.375335121,0.475187925,0.257425494,0.62239168,0.234531584,0.523343333,0.244444444,0.45675294,0.52345889,0.010629629,0.191176471,0.340205931,0.196273329,0.192610698,0.200159856,0.432513607,0.110792885
0.004499882,0.325369063,0.526462396,0.64232571,0.141860465,0.375335121,0.475541121,0.258286559,0.621197161,0.23567828,0.523332664,0.244444444,0.457082869,0.528478885,0.01091146,0.192125237,0.341473971,0.185480035,0.181533297,0.188557827,0.434786937,0.099713597
0.004499882,0.328919962,0.508356546,0.642876826,0.146511628,0.375335121,0.475894319,0.259147624,0.620002645,0.236824977,0.523321995,0.244444444,0.4574128,0.533498878,0.011193291,0.193074004,0.342742012,0.174686741,0.170455896,0.176955797,0.437060268,0.088634308
0.004499882,0.330866681,0.513579387,0.610085423,0.145243129,0.378016086,0.476247516,0.260008689,0.618808126,0.237971672,0.523311326,0.244444444,0.457742729,0.538518872,0.011475122,0.19402277,0.344010053,0.163893447,0.159378495,0.165353767,0.439333599,0.07755502
0.004499882,0.331546889,0.511142061,0.620556627,0.145031712,0.36997319,0.476600712,0.260869752,0.617613606,0.239118368,0.523300659,0.244444444,0.45807266,0.543538865,0.011756953,0.194971537,0.345278094,0.153100153,0.148301094,0.153751737,0.44160693,0.066475731
0.004499882,0.338086916,0.517409471,0.634885643,0.151162791,0.36997319,0.477307106,0.262591881,0.615224568,0.24141176,0.523279321,0.244444444,0.458732519,0.553578853,0.012602446,0.19686907,0.347814177,0.142306859,0.137223693,0.142149707,0.44388026,0.055396443
0.004499882,0.336603194,0.542479109,0.657756958,0.146934461,0.36461126,0.477660303,0.263452946,0.614030052,0.242558457,0.523268652,0.244444444,0.459062449,0.558598847,0.012884277,0.197817837,0.349082218,0.131513565,0.126146292,0.130547677,0.446153591,0.044317154
0.004499882,0.330898656,0.557451253,0.671534858,0.133826638,0.36997319,0.478013499,0.264314011,0.612835532,0.243705153,0.523257983,0.244444444,0.459392379,0.56361884,0.013166109,0.198766603,0.350350259,0.120720271,0.115068891,0.118945647,0.448426921,0.033237865
0.004499882,0.333402276,0.560933148,0.707081841,0.130021142,0.375335121,0.478366696,0.265175075,0.611641013,0.244851848,0.523247314,0.244444444,0.45972231,0.568638835,0.01344794,0.19971537,0.3516183,0.109926977,0.10399149,0.107343618,0.450700252,0.022158577
0.299518434,0.344654324,0.539693593,0.668228162,0.124947146,0.36461126,0.47907309,0.266897205,0.609251974,0.247145241,0.523225975,0.266666667,0.46038217,0.578678822,0.014011602,0.200664137,0.354154383,0.109926977,0.10399149,0.095741588,0.452973583,0.011079288
0.299518434,0.337934482,0.542130919,0.658032516,0.114587738,0.343163539,0.479426287,0.26775827,0.608057455,0.248291936,0.523215306,0.266666667,0.460712099,0.583698815,0.014011602,0.200483419,0.355422424,0.116664625,0.11085939,0.095741588,0.455246914,0
0.299518434,0.342704757,0.547005571,0.677872692,0.12346723,0.345844504,0.479426287,0.268619334,0.606862939,0.249438633,0.523204637,0.266666667,0.461042028,0.58871881,0.013593896,0.200302702,0.356690465,0.123402273,0.11772729,0.102959567,0.455246914,0
0.299518434,0.342432876,0.52994429,0.667952604,0.127061311,0.351206434,0.479927307,0.269480397,0.60566842,0.25058533,0.523193971,0.266666667,0.461371959,0.593738803,0.01317619,0.200121984,0.357958505,0.130139922,0.12459519,0.110177546,0.447904221,0.005351221
0.299518434,0.348140262,0.522632312,0.663268118,0.137632135,0.361930295,0.480428327,0.270341462,0.6044739,0.251732024,0.523183301,0.266666667,0.461701888,0.598758797,0.012758484,0.199941267,0.359226546,0.13687757,0.13146309,0.117395525,0.440561529,0.010702442
0.299518434,0.355120591,0.518802228,0.65197024,0.146934461,0.356568365,0.480929347,0.271202527,0.603279381,0.252878721,0.523172632,0.266666667,0.462031819,0.60377879,0.012340777,0.199760549,0.360494587,0.143615218,0.13833099,0.124613504,0.433218837,0.016053663
0.299518434,0.352808914,0.523328691,0.649490218,0.14756871,0.351206434,0.481430369,0.272063592,0.602084862,0.254025418,0.523161963,0.266666667,0.462361748,0.608798785,0.011923071,0.199579832,0.361762629,0.150352867,0.14519889,0.131831483,0.425876145,0.021404884
0.299518434,0.361753787,0.52994429,0.628272251,0.156659619,0.356568365,0.481931389,0.272924656,0.600890346,0.255172113,0.523151294,0.266666667,0.462691679,0.613818778,0.011505365,0.199399114,0.36303067,0.157090515,0.15206679,0.139049462,0.418533453,0.026756105
0.299518434,0.359627438,0.527158774,0.637916781,0.159196617,0.348525469,0.482432409,0.273785721,0.599695826,0.256318809,0.523140625,0.266666667,0.463021608,0.618838772,0.011087659,0.199218397,0.364298711,0.163828163,0.15893469,0.146267441,0.411190761,0.032107326
0.299518434,0.360320876,0.537604457,0.641223478,0.156871036,0.340482574,0.482933429,0.273785721,0.598501307,0.256318809,0.523140625,0.266666667,0.463021608,0.618838772,0.010669953,0.19903768,0.365566752,0.170565812,0.16580259,0.15348542,0.403848068,0.037458547
0.299518434,0.369581918,0.527506964,0.653899146,0.161522199,0.345844504,0.48343445,0.274396326,0.597306788,0.2570429,0.522634594,0.266666667,0.463495673,0.619873427,0.010252247,0.198856962,0.366834793,0.17730346,0.17267049,0.160703399,0.396505377,0.042809768
0.299518434,0.372574905,0.514275766,0.64094792,0.161522199,0.353887399,0.48393547,0.27500693,0.596112268,0.257766993,0.522128566,0.266666667,0.46396974,0.620908083,0.009834541,0.198676245,0.368102835,0.184041108,0.17953839,0.167921378,0.389162684,0.048160989
0.299518434,0.370869011,0.515320334,0.645907964,0.157082452,0.337801609,0.484937511,0.27622814,0.593723233,0.259215175,0.521116507,0.266666667,0.464917872,0.622977393,0.008999129,0.19831481,0.370638917,0.190778757,0.18640629,0.175139357,0.381819992,0.05351221
0.299518434,0.372088386,0.511490251,0.670432626,0.156659619,0.335120643,0.485438532,0.276838743,0.592528714,0.259939266,0.520610476,0.266666667,0.465391938,0.624012048,0.008581423,0.198134092,0.371906958,0.197516405,0.19327419,0.182357336,0.3744773,0.058863431
0.299518434,0.373848859,0.496169916,0.66161477,0.145243129,0.327077748,0.485939552,0.277449348,0.591334194,0.260663359,0.520104448,0.266666667,0.465866003,0.625046703,0.008163716,0.197953375,0.373175,0.204254053,0.20014209,0.189575315,0.367134608,0.064214652
0.299518434,0.365609553,0.490947075,0.652521356,0.143551797,0.316353887,0.486440572,0.278059953,0.590139675,0.26138745,0.519598417,0.266666667,0.46634007,0.626081358,0.00774601,0.197772657,0.374443041,0.210991702,0.20700999,0.196793294,0.352449223,0.069565873
0.299518434,0.349087664,0.488509749,0.64783687,0.135940803,0.292225201,0.486941592,0.278670556,0.588945155,0.262111541,0.519092387,0.266666667,0.466814135,0.627116013,0.007328304,0.19759194,0.37571108,0.21772935,0.21387789,0.204011273,0.345106531,0.074917094
0.299518434,0.361353914,0.484679666,0.631854505,0.140591966,0.302949062,0.487442612,0.279281162,0.587750636,0.262835634,0.518586359,0.266666667,0.467288201,0.628150669,0.006910598,0.197411223,0.376979122,0.224466998,0.22074579,0.211229252,0.337763839,0.080268315
0.299518434,0.361869559,0.483286908,0.636263433,0.140169133,0.289544236,0.487943633,0.279891767,0.58655612,0.263559725,0.518080328,0.266666667,0.467762268,0.629185324,0.006492892,0.197230505,0.378247163,0.231204647,0.22761369,0.218447231,0.330421147,0.085619536
0.299518434,0.364105985,0.493036212,0.662165886,0.131712474,0.28150134,0.488444654,0.28050237,0.585361601,0.264283816,0.5175743,0.266666667,0.468236333,0.630219979,0.006075186,0.197049788,0.379515204,0.237942295,0.23448159,0.22566521,0.323078455,0.090970757
0.299518434,0.350181988,0.510445682,0.686690548,0.126427061,0.26541555,0.488945674,0.281112975,0.584167081,0.265007907,0.517068269,0.266666667,0.4687104,0.631254634,0.00565748,0.19686907,0.380783245,0.244679943,0.24134949,0.232883189,0.315735763,0.096321978
0.299518434,0.361703987,0.503481894,0.634610085,0.12832981,0.273458445,0.489446694,0.28172358,0.582972562,0.265731999,0.516562241,0.244444444,0.469184465,0.63228929,0.005239774,0.19686907,0.382051286,0.251417591,0.24821739,0.240101168,0.30839307,0.101673199
0.299518434,0.380010605,0.496866295,0.64094792,0.145665962,0.292225201,0.489947715,0.282334183,0.581778043,0.26645609,0.51605621,0.244444444,0.46965853,0.633323945,0.005239774,0.22235023,0.383319328,0.25815524,0.25508529,0.247319147,0.301050378,0.10702442
0.299518434,0.383840919,0.483983287,0.632956737,0.152642706,0.305630027,0.489947715,0.282944788,0.580583527,0.267180181,0.515550179,0.244444444,0.470132597,0.6343586,0.008963152,0.247831391,0.383319328,0.264892888,0.26195319,0.254537127,0.293707686,0.112375641
0.299518434,0.389812744,0.474582173,0.615045467,0.155813953,0.302949062,0.490954833,0.283555394,0.579389007,0.267904274,0.515044151,0.244444444,0.470606663,0.635393256,0.01268653,0.273312551,0.38397491,0.271630536,0.26882109,0.261755106,0.286364994,0.117726862
0.299518434,0.384953987,0.46448468,0.607605401,0.154122622,0.286863271,0.491961952,0.284165997,0.578194488,0.268628365,0.514538121,0.244444444,0.471080728,0.636427911,0.016409908,0.298793711,0.384630494,0.278368185,0.27568899,0.268973085,0.279022302,0.123078083
0.299518434,0.395104177,0.45264624,0.610636539,0.153276956,0.278820375,0.492969071,0.284776602,0.576999969,0.269352456,0.514032093,0.244444444,0.471554795,0.637462565,0.020133286,0.324274871,0.385286076,0.285105833,0.28255689,0.276191064,0.27167961,0.128429304
0.299518434,0.396096878,0.452994429,0.617801047,0.153488372,0.286863271,0.493976189,0.285387207,0.575805449,0.270076547,0.513526062,0.244444444,0.47202886,0.63849722,0.023856664,0.349756031,0.385941659,0.291843481,0.28942479,0.283409043,0.264336918,0.133780525
0.299518434,0.404284362,0.444637883,0.626894461,0.158139535,0.294906166,0.494983308,0.28599781,0.57461093,0.27080064,0.513020034,0.244444444,0.472502927,0.639531876,0.027580042,0.375237192,0.386597241,0.29858113,0.29629269,0.290627022,0.256994225,0.139131745
0.299518434,0.40296805,0.428969359,0.647010196,0.154122622,0.292225201,0.495990427,0.286608415,0.573416414,0.271524731,0.512514003,0.244444444,0.472976992,0.640566531,0.03130342,0.400718352,0.387252825,0.305318778,0.30316059,0.297845001,0.249651533,0.144482966
0.299518434,0.404775475,0.425835655,0.6437035,0.153276956,0.286863271,0.496997545,0.286608415,0.572221895,0.271524731,0.512514003,0.244444444,0.472976992,0.640566531,0.035026798,0.426199512,0.387908407,0.312056426,0.31002849,0.30506298,0.242308841,0.149834187
0.299518434,0.404922303,0.417479109,0.637641223,0.153911205,0.27613941,0.499011783,0.28563594,0.571027375,0.267615858,0.503141043,0.244444444,0.456652128,0.63911035,0.042473554,0.477161832,0.389219573,0.318794075,0.31689639,0.312280959,0.234966149,0.155185408
0.299518434,0.412867034,0.410167131,0.614769909,0.182875264,0.278820375,0.500018901,0.285149701,0.562504578,0.265661419,0.498454564,0.244444444,0.448489696,0.638382259,0.046196932,0.502642993,0.389875155,0.325531723,0.32376429,0.319498938,0.227623457,0.160536629
0.299518434,0.406637478,0.411211699,0.599063103,0.197463002,0.268096515,0.50102602,0.284663463,0.553981781,0.263706982,0.493768084,0.244444444,0.440327264,0.637654168,0.04992031,0.528124153,0.390530739,0.332269371,0.33063219,0.326716917,0.220280764,0.16588785
0.299518434,0.390230443,0.431406685,0.623587765,0.194926004,0.252010724,0.502033139,0.284177225,0.545458984,0.261752546,0.489081604,0.244444444,0.432164832,0.636926077,0.053643688,0.553605313,0.391186321,0.33900702,0.33750009,0.333934896,0.212938073,0.171239071
0.299518434,0.356800115,0.432103064,0.611738771,0.169978858,0.230563003,0.503040257,0.283690988,0.536936187,0.259798109,0.484395125,0.244444444,0.424002399,0.636197987,0.057367066,0.579086473,0.391841905,0.345744668,0.34436799,0.341152875,0.20559538,0.176590293
0.299518434,0.332744672,0.435933148,0.634058969,0.163002114,0.217158177,0.504047376,0.283204748,0.528413393,0.25784367,0.479708645,0.244444444,0.415839967,0.635469897,0.061090444,0.604567633,0.392497487,0.352482316,0.35123589,0.348370854,0.198252688,0.181941514
0.299518434,0.334171977,0.442548747,0.611187655,0.165750529,0.217158177,0.505054495,0.282718511,0.519890596,0.255889234,0.475022165,0.244444444,0.407677535,0.634741806,0.064813822,0.630048794,0.393153071,0.359219965,0.35810379,0.355588833,0.190909996,0.187292735
0.299518434,0.295191383,0.473885794,0.598787545,0.161310782,0.209115282,0.506061613,0.282232273,0.511367799,0.253934797,0.470335685,0.244444444,0.399515103,0.634013715,0.0685372,0.655529954,0.393808653,0.365957613,0.36497169,0.362806812,0.183567304,0.192643956
0.299518434,0.295275088,0.48224234,0.57178286,0.118393235,0.163538874,0.507068732,0.281746035,0.502845002,0.25198036,0.465649205,0.244444444,0.391352671,0.633285624,0.072260578,0.681011114,0.394464236,0.372695261,0.37183959,0.370024791,0.176224612,0.197995176
0.299518434,0.33148009,0.538997214,0.575365114,0.11627907,0.155495979,0.508075851,0.281259796,0.494322205,0.250025922,0.460962726,0.155555556,0.383190239,0.632557533,0.075983956,0.706492274,0.395119819,0.37943291,0.37870749,0.37724277,0.16888192,0.203346397
0.299518434,0.306257001,0.542827298,0.585285203,0.100634249,0.134048257,0.509082969,0.280773558,0.485799408,0.248071485,0.456276246,0.155555556,0.375027807,0.631829443,0.079707334,0.731973435,0.395775402,0.386170558,0.38557539,0.384460749,0.161539227,0.208697618
0.299518434,0.337682356,0.527158774,0.587765225,0.101902748,0.134048257,0.510090088,0.28028732,0.477276611,0.246117048,0.451589766,0.155555556,0.366865375,0.631101352,0.083430712,0.731973435,0.396430984,0.392908206,0.39244329,0.391678728,0.154196535,0.214048839
0.299518434,0.311384791,0.552228412,0.616147699,0.085412262,0.107238606,0.511097207,0.279801083,0.468753814,0.244162612,0.446903286,0.155555556,0.358702943,0.630373261,0.083430712,0.744736604,0.397086567,0.399645855,0.39931119,0.398896707,0.146853843,0.21940006
0.299518434,0.296051313,0.592966574,0.635712317,0.058985201,0.058981233,0.511097207,0.279314843,0.46023102,0.242208173,0.442216807,0.155555556,0.350540511,0.62964517,0.127076869,0.757499774,0.39774215,0.406383503,0.40617909,0.406114686,0.139511151,0.224751281
0.299518434,0.237252033,0.628133705,0.660512538,0,0.00536193,0.512207012,0.278828606,0.451708223,0.240253737,0.437530327,0.155555556,0.342378077,0.62891708,0.170723025,0.770262944,0.398397732,0.413121151,0.413046991,0.413332665,0.132168459,0.230102502
0.299518434,0.274282187,0.60097493,0.614494351,0.025158562,0.064343164,0.513316817,0.278342368,0.443185426,0.2382993,0.432843847,0.155555556,0.334215645,0.62818899,0.214369182,0.783026114,0.399053316,0.419858799,0.419914891,0.420550644,0.124825766,0.235453723
0.299518434,0.237380898,0.579387187,0.601818683,0.048414376,0.080428954,0.514426622,0.27785613,0.434662629,0.236344863,0.428157368,0.155555556,0.326053213,0.627460899,0.258015339,0.808552453,0.399708898,0.426596448,0.426782791,0.427768623,0.117483075,0.240804944
0.299518434,0.166791459,0.510097493,0.506475613,0.066596195,0.096514745,0.515536428,0.277369891,0.426139832,0.234390425,0.423470888,0.155555556,0.317890781,0.626732808,0.301661495,0.821315623,0.400364482,0.433334096,0.433650691,0.434986603,0.110140382,0.246156165
0.299518434,0.230120143,0.504874652,0.469275282,0.097885835,0.112600536,0.516646233,0.276883653,0.417617035,0.232435988,0.418784408,0.155555556,0.309728349,0.626004717,0.345307652,0.834078793,0.401020064,0.440071744,0.440518591,0.442204582,0.10279769,0.251507386
0.299518434,0.138827601,0.530292479,0.434003858,0.065961945,0.056300268,0.517756038,0.276397416,0.409094238,0.230481551,0.414097928,0.155555556,0.301565917,0.625276627,0.388953808,0.846841963,0.401675648,0.446809393,0.447386491,0.449422561,0.095454998,0.256858607
0.299518434,0.179303264,0.471796657,0.362083219,0.103382664,0.134048257,0.518865844,0.276397416,0.400571441,0.230481551,0.414097928,0.155555556,0.301565917,0.625276627,0.432599965,0.859605132,0.40233123,0.453547041,0.454254391,0.45664054,0.088112306,0.262209828
0.299518434,0.146848593,0.423746518,0.291264811,0.125369979,0.1769437,0.519975648,0.274906746,0.392048647,0.249979741,0.394378979,0.155555556,0.287205636,0.625199986,0.476246121,0.872368302,0.402986812,0.460284689,0.461122291,0.463858519,0.080769614,0.267561049
0.299518434,0.161972303,0.377089136,0.264260127,0.159830867,0.160857909,0.521085454,0.273416076,0.38352585,0.269477932,0.37466003,0.155555556,0.272845354,0.625123344,0.519892278,0.885131472,0.403642396,0.467022338,0.467990191,0.471076498,0.073426921,0.27291227
0.299518434,0.136468834,0.371169916,0.286580325,0.185623679,0.107238606,0.52219526,0.271925408,0.375003053,0.288976121,0.354941081,0.155555556,0.258485072,0.625046703,0.563538434,0.897894642,0.404297978,0.473759986,0.474858091,0.478294477,0.066084229,0.278263491
0.299518434,0.134695268,0.398328691,0.217415266,0.186892178,0.064343164,0.523305064,0.270434738,0.366480256,0.30847431,0.335222132,0.155555556,0.24412479,0.624970062,0.607184591,0.910657812,0.404953562,0.480497634,0.481725991,0.485512456,0.058741537,0.283614712
0.299518434,0.187120094,0.410167131,0.297878203,0.18858351,0.085790885,0.52441487,0.268944068,0.357957459,0.327972499,0.315503183,0.155555556,0.229764509,0.624893421,0.650830748,0.923420981,0.405609144,0.487235283,0.488593891,0.492730435,0.051398845,0.288965933
0.299518434,0.183962499,0.424442897,0.292091485,0.188372093,0.096514745,0.525524676,0.267453398,0.349434662,0.34747069,0.295784234,0.155555556,0.215404227,0.624816779,0.694476904,0.948947321,0.406264727,0.493972931,0.495461791,0.499948414,0.044056153,0.294317154
0.299518434,0.2228434,0.490598886,0.395976853,0.146511628,0.08310992,0.52663448,0.26596273,0.340911865,0.36696888,0.276065286,0.155555556,0.201043945,0.624740138,0.73812306,0.961710491,0.40692031,0.500710579,0.502329691,0.507166393,0.036713461,0.299668375
0.299518434,0.195072404,0.502437326,0.456599614,0.119238901,0.053619303,0.527744286,0.26447206,0.332389068,0.386467069,0.256346337,0.155555556,0.186683664,0.624663497,0.781769217,0.97447366,0.407575893,0.507448228,0.509197591,0.514384372,0.029370769,0.305019596
0.299518434,0.220642672,0.48816156,0.46541747,0.117124736,0.048257373,0.528854091,0.26298139,0.323866271,0.40596526,0.236627388,0.155555556,0.172323382,0.624586856,0.825415374,0.98723683,0.408231475,0.514185876,0.516065491,0.521602351,0.022028077,0.310370817
0.299518434,0.213675482,0.487465181,0.482502067,0.105919662,0.048257373,0.529963896,0.26149072,0.315343477,0.425463449,0.216908439,0.155555556,0.1579631,0.624510215,0.86906153,1,0.408887057,0.520923524,0.522933391,0.52882033,0.014685384,0.315722038
0.301492066,0.18173076,0.458913649,0.465968586,0.09577167,0.026809651,0.531073701,0.260000052,0.30682068,0.444961639,0.19718949,0.022222222,0.143602817,0.624433574,0.912707686,1,0.409542641,0.527661173,0.529801291,0.536038309,0.007342692,0.321073259
0.301492066,0.193654516,0.433844011,0.462110774,0.112684989,0.029490617,0.532183507,0.258509382,0.298297883,0.464459828,0.177470541,0.022222222,0.129242535,0.624356933,0.956353844,0.972960152,0.410198223,0.527661173,0.529801291,0.543256288,0,0.32642448
0.301492066,0.182906858,0.411211699,0.420225958,0.127061311,0.026809651,0.533293312,0.257018712,0.289775086,0.483958019,0.157751592,0.022222222,0.114882254,0.624280292,1,0.945920304,0.410853807,0.527621733,0.529652781,0.543256288,0,0.331775701
0.301492066,0.233729388,0.415041783,0.439515018,0.139323467,0.040214477,0.534403117,0.255528042,0.281252289,0.503456208,0.138032643,0.022222222,0.100521972,0.624203651,1,0.918880455,0.411509389,0.527582294,0.529504271,0.543384343,0.003368512,0.331775701
0.301492066,0.23128494,0.442200557,0.451915128,0.136363636,0.061662198,0.534403117,0.254037374,0.272729492,0.522954397,0.118313694,0.022222222,0.08616169,0.62412701,0.993190284,0.891840607,0.412164973,0.527542855,0.529355761,0.543512398,0.006737024,0.33192644
0.301492066,0.250445011,0.43454039,0.465968586,0.130655391,0.067024129,0.53574425,0.252546704,0.264206695,0.542452588,0.098594745,0.022222222,0.071801408,0.624050368,0.986380566,0.864800759,0.412820555,0.527503416,0.529207252,0.543640453,0.010105535,0.332077178
0.301492066,0.256342456,0.457869081,0.483604299,0.123890063,0.056300268,0.537085382,0.251056034,0.255683898,0.561950778,0.078875796,0.022222222,0.057441127,0.623973727,0.97957085,0.837760911,0.413476139,0.527463976,0.529058742,0.543768508,0.013474047,0.332227917
0.301492066,0.259996815,0.449164345,0.500137779,0.107188161,0.064343164,0.539767646,0.248074696,0.238638307,0.600947156,0.039437898,0.022222222,0.028720563,0.623820445,0.965951416,0.783681214,0.414787303,0.527424537,0.528910232,0.543896563,0.016842559,0.332378656
0.301492066,0.290417341,0.471796657,0.527418021,0.09640592,0.064343164,0.541108779,0.246584026,0.23011551,0.620445347,0.019718949,0.022222222,0.014360282,0.623743804,0.959141699,0.756641366,0.415442887,0.527385098,0.528761722,0.544024618,0.020211072,0.332529394
0.301492066,0.278885878,0.450208914,0.501515569,0.10359408,0.029490617,0.542449911,0.245093356,0.221592713,0.639943537,0,0.022222222,0,0.623667163,0.952331983,0.729601518,0.416098469,0.527345659,0.528613213,0.544152673,0.023579583,0.332680133
0.301492066,0.291981093,0.426183844,0.476715349,0.109936575,0.024128686,0.543791043,0.245093356,0.213069916,0.639943537,0,0.022222222,0,0.623667163,0.945522266,0.70256167,0.416754052,0.527306219,0.528464703,0.544280728,0.026948095,0.332830871
0.301492066,0.303062699,0.441155989,0.496004409,0.105708245,0.034852547,0.545132175,0.245097675,0.204547119,0.632774073,3.97E-05,0.022222222,0.008723146,0.623245636,0.938712549,0.675521822,0.417409635,0.52726678,0.528316193,0.544408783,0.030316607,0.33298161
0.301492066,0.294650378,0.438022284,0.486084321,0.109302326,0.029490617,0.546473308,0.245101993,0.196024322,0.625604609,7.94E-05,0.022222222,0.017446293,0.622824111,0.931902833,0.648481973,0.418065218,0.527227341,0.528167683,0.544536839,0.033685119,0.333132349
0.301492066,0.26665923,0.431058496,0.430697162,0.109302326,0.016085791,0.54781444,0.245106311,0.187501525,0.618435143,0.000119113,0.022222222,0.026169439,0.622402584,0.925093115,0.621442125,0.4187208,0.527187902,0.528019173,0.544664894,0.037053631,0.333283087
0.301492066,0.288501679,0.42235376,0.44888399,0.111839323,0.029490617,0.549155572,0.24511063,0.178978728,0.611265679,0.000158818,0.022222222,0.034892585,0.621981058,0.918283399,0.594402277,0.419376384,0.527148463,0.527870664,0.544792949,0.040422142,0.333433826
0.301492066,0.288442414,0.417479109,0.459079636,0.10845666,0.024128686,0.550496704,0.245114948,0.170455934,0.604096215,0.000198522,0.022222222,0.043615731,0.621559532,0.911473682,0.567362429,0.420031966,0.527109023,0.527722154,0.544921004,0.043790654,0.333584564
0.301492066,0.301593035,0.411559889,0.449710664,0.104016913,0.021447721,0.551837837,0.245119266,0.161933137,0.596926751,0.000238227,0.022222222,0.052338878,0.621138006,0.904663965,0.540322581,0.42068755,0.527069584,0.527573644,0.545049059,0.047159166,0.333735303
0.301492066,0.310591659,0.42235376,0.473408653,0.099365751,0.040214477,0.553178969,0.245123585,0.15341034,0.589757285,0.000277931,0.022222222,0.061062024,0.620716479,0.897854249,0.513282732,0.421343132,0.527030145,0.527425134,0.545177114,0.050527678,0.333886042
0.301492066,0.299072508,0.424791086,0.478093139,0.091120507,0.026809651,0.554520101,0.245127903,0.144887543,0.582587821,0.000317636,0.022222222,0.06978517,0.620294954,0.891044532,0.486242884,0.421998714,0.526990706,0.527276625,0.545305169,0.05389619,0.33403678
0.301492066,0.327955561,0.430710306,0.475613117,0.087737844,0.029490617,0.555861233,0.245132221,0.136364746,0.575418357,0.00035734,0.022222222,0.078508318,0.619873427,0.884234815,0.459203036,0.422654298,0.526951266,0.527128115,0.545433224,0.057264702,0.334187519
0.301492066,0.325588295,0.458913649,0.523284651,0.093446089,0.032171582,0.557202366,0.24513654,0.127841949,0.568248893,0.000397045,0.022222222,0.087231464,0.619451901,0.877425098,0.432163188,0.42330988,0.526911827,0.526979605,0.545561279,0.060633214,0.334338257
0.301492066,0.298810918,0.481197772,0.497657757,0.089640592,0.032171582,0.558543498,0.245140856,0.119319152,0.561079427,0.000436749,0,0.095954609,0.619030375,0.870615382,0.432163188,0.423965464,0.526872388,0.526831095,0.545689334,0.064001726,0.334488996
0.301492066,0.308761632,0.450905292,0.475888675,0.090909091,0.032171582,0.559884629,0.245145175,0.110796355,0.553909963,0.000476454,0,0.104677755,0.618608849,0.863805664,0.411583988,0.424621046,0.526832949,0.526682585,0.545817389,0.067370238,0.334639735
0.301492066,0.318020835,0.427576602,0.481124277,0.084566596,0.037533512,0.561225762,0.245149493,0.102273561,0.546740499,0.000516158,0,0.113400903,0.618187322,0.856995948,0.391004789,0.425932212,0.526793509,0.526534076,0.545945444,0.070738749,0.334790473
0.301492066,0.32228015,0.414345404,0.45301736,0.075052854,0.053619303,0.562566895,0.245153811,0.093750764,0.539571035,0.000555863,0,0.122124049,0.617765796,0.856995948,0.37042559,0.426587795,0.52675407,0.526385566,0.546073499,0.074107261,0.334941212
